brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,mileage_per_year,is_luxury,has_accident,clean_title_binary
Lexus,LS 460 Base,2013,99524.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,24900.0,13,7108.857142857143,1,1,1
Genesis,GV80 2.5T,2023,8100.0,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,57300.0,3,2025.0,0,0,1
MINI,Hardtop Cooper S,2016,43073.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,Unknown,17999.0,10,3915.7272727272725,0,0,0
Land,Rover Range Rover Velar R-Dynamic S,2023,12425.0,Gasoline,I4,Automatic,Firenze Red,Ebony,None reported,Unknown,57619.0,3,3106.25,1,0,0
BMW,530 i xDrive,2020,23195.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,None reported,Unknown,38900.0,6,3313.5714285714284,1,0,0
Jeep,Grand Cherokee Laredo,2011,118000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,12500.0,15,7375.0,0,1,1
Toyota,Tacoma SR5,2018,65290.0,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,26450.0,8,7254.444444444444,0,1,1
Porsche,911 Carrera Cabriolet,2001,47885.0,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,Unknown,Unknown,31995.0,25,1841.7307692307693,1,1,0
Jeep,Gladiator Sport S,2020,13000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,None reported,Yes,39500.0,6,1857.142857142857,0,0,1
Dodge,Challenger SRT Hellcat,2018,29475.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,62999.0,8,3275.0,0,0,1
Jeep,Renegade Trailhawk,2017,78717.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17500.0,9,7871.7,0,0,1
Ford,F-150 Lariat,2021,9142.0,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,None reported,Yes,61500.0,5,1523.6666666666667,0,0,1
Jaguar,XF Premium,2011,106000.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,9400.0,15,6625.0,1,1,1
RAM,1500 Laramie,2022,3521.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,51074.0,4,704.2,0,0,1
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,16750.0,10,8181.818181818182,0,0,1
Porsche,Macan Turbo,2016,46000.0,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000.0,10,4181.818181818182,1,0,1
BMW,X4 M Competition,2020,18362.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,60000.0,6,2623.1428571428573,1,0,1
Lexus,RX 350 Base,2013,164500.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500.0,13,11750.0,1,1,1
GMC,Terrain SLT,2020,55018.0,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0,6,7859.714285714285,0,1,1
Nissan,Maxima SV,2022,36466.0,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,Unknown,24980.0,4,7293.2,0,0,0
Volvo,S60 B5 Inscription,2022,14280.0,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,36500.0,4,2856.0,0,0,1
Subaru,Outback 2.5i Premium,2013,116000.0,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.0,13,8285.714285714286,0,1,1
RAM,1500 Laramie,2022,16184.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,46999.0,4,3236.8,0,0,0
Porsche,Boxster Base,1997,132800.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,Unknown,Unknown,8500.0,29,4426.666666666667,1,1,0
Ford,Explorer XLT,2020,45000.0,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,33500.0,6,6428.571428571428,0,0,1
Ford,F-150 Lariat,2013,102000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23000.0,13,7285.714285714285,0,0,1
Ford,Excursion XLS,2004,163000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000.0,22,7086.95652173913,0,1,1
BMW,M8 Competition,2023,3500.0,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,129000.0,3,875.0,1,0,1
Porsche,Panamera GTS,2016,42526.0,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,66200.0,10,3866.0,1,0,1
Mazda,Mazda3 i Touring,2012,144900.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000.0,14,9660.0,0,0,1
GMC,Sierra 1500 SLT,2016,85000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32750.0,10,7727.272727272727,0,0,1
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,None reported,Yes,111000.0,4,3222.6,1,0,1
Mercedes-Benz,GL-Class GL 450,2011,93000.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900.0,15,5812.5,1,1,1
RAM,1500 Big Horn,2022,11468.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204.0,4,2293.6,0,0,1
Lexus,NX 300 Base,2019,25470.0,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500.0,7,3183.75,1,0,1
BMW,435 i xDrive,2014,90347.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,21800.0,12,6949.7692307692305,1,0,1
GMC,Yukon SLE,2017,96000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34000.0,9,9600.0,0,0,1
Honda,Pilot EX-L,2016,80500.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,23000.0,10,7318.181818181818,0,0,1
Audi,A5 Sportback S line Premium Plus,2021,35000.0,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,37499.0,5,5833.333333333333,1,0,1
Porsche,911 Carrera,1995,49900.0,–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993.0,31,1559.375,1,1,1
Honda,Civic Sport,2020,121212.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387.0,6,17316.0,0,1,1
Mercedes-Benz,G 550 4x4 Squared Base,2018,14381.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,None reported,Unknown,204900.0,8,1597.888888888889,1,0,0
Porsche,Panamera Platinum Edition,2022,13500.0,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,86999.0,4,2700.0,1,0,1
BMW,740e xDrive iPerformance,2019,33214.0,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,43500.0,7,4151.75,1,0,1
Ford,F-250 XLT,2017,29719.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,31000.0,9,2971.9,0,0,1
Lincoln,Corsair Standard,2022,4520.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,Yes,38500.0,4,904.0,0,0,1
Hyundai,Sonata Sport,2017,84129.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,None reported,Unknown,14599.0,9,8412.9,0,0,0
Nissan,Maxima 3.5 SR,2019,72150.0,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,26999.0,7,9018.75,0,1,1
GMC,Yukon SLT,2015,94500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000.0,11,7875.0,0,1,1
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,39999.0,9,8845.4,1,0,1
Cadillac,CTS Base,2010,81696.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9499.0,16,4805.64705882353,0,1,1
Cadillac,CTS Base,2005,94100.0,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,6099.0,21,4277.272727272727,0,0,1
Ford,Explorer Limited,2022,17500.0,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,None reported,Yes,46000.0,4,3500.0,0,0,1
Acura,RDX,2016,132252.0,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,None reported,Unknown,18998.0,10,12022.90909090909,0,0,0
Toyota,Highlander XLE,2022,4437.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000.0,4,887.4,0,0,1
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000.0,8,7833.333333333333,0,0,1
Nissan,Pickup Truck XE,1994,89144.0,–,–,A/T,Red,Gray,None reported,Yes,5899.0,32,2701.3333333333335,0,0,1
Toyota,Corolla CE,2008,170000.0,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5199.0,18,8947.368421052632,0,0,1
Honda,Element EX,2008,122000.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,10500.0,18,6421.0526315789475,0,0,1
Toyota,Camry Solara SE,2008,57852.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,Unknown,Unknown,13900.0,18,3044.842105263158,0,1,0
Hyundai,Genesis 4.6,2010,120321.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500.0,16,7077.705882352941,0,0,1
BMW,325 Ci,2004,178000.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,5750.0,22,7739.130434782609,1,0,1
BMW,M3 Base,2002,60255.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,28750.0,24,2410.2,1,0,1
Land,Rover Range Rover Sport HSE Dynamic,2019,77690.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,43500.0,7,9711.25,1,0,1
Chevrolet,Corvette ZR-1,2009,18000.0,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000.0,17,1000.0,0,0,1
Honda,Prelude Type SH,2001,125000.0,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,18000.0,25,4807.692307692308,0,0,1
Lexus,NX 300 Base,2021,6449.0,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Unknown,35999.0,5,1074.8333333333333,1,1,0
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,27500.0,7,4125.0,0,0,1
Nissan,Armada LE,2009,87130.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,20000.0,17,4840.555555555556,0,0,1
Lexus,SC 300 Base,1998,165000.0,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,8700.0,28,5689.6551724137935,1,0,1
Toyota,Camry Solara SLE,2008,73000.0,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500.0,18,3842.1052631578946,0,1,1
Porsche,Macan S,2020,22354.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Unknown,54900.0,6,3193.4285714285716,1,0,0
Tesla,Model Y Performance,2023,6188.0,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,53900.0,3,1547.0,0,0,1
GMC,Terrain SLT,2019,60807.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,25925.0,7,7600.875,0,1,1
Jeep,Compass Latitude,2014,105000.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10950.0,12,8076.923076923077,0,0,1
Audi,Q7 3.0T Prestige,2018,63400.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29900.0,8,7044.444444444444,1,0,1
Ford,F-250 Platinum,2022,4500.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86500.0,4,900.0,0,0,1
Jeep,Gladiator Overland,2020,8025.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,42433.0,6,1146.4285714285713,0,0,1
Lincoln,Navigator L Reserve,2019,49131.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,Unknown,Unknown,55460.0,7,6141.375,0,1,0
Tesla,Model X P100D,2017,100346.0,Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999.0,9,10034.6,0,0,1
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29950.0,10,5662.272727272727,1,1,1
Lexus,RX 350 Base,2021,5040.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,48900.0,5,840.0,1,1,1
RAM,1500 Laramie,2022,12940.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Unknown,46999.0,4,2588.0,0,1,0
Mitsubishi,Outlander Sport ES,2015,98385.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,10500.0,11,8198.75,0,1,1
Hyundai,Sonata SE,2013,43903.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500.0,13,3135.9285714285716,0,1,1
Ford,Mustang EcoBoost Premium,2017,41650.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,23600.0,9,4165.0,0,0,1
BMW,X5 PHEV xDrive45e,2022,31850.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500.0,4,6370.0,1,0,1
Hyundai,Sonata Hybrid Limited,2013,96419.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,14999.0,13,6887.071428571428,0,1,1
Honda,Odyssey EX-L,2007,170000.0,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700.0,19,8500.0,0,0,1
Chevrolet,Colorado LT Crew Cab,2009,139000.0,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14500.0,17,7722.222222222223,0,0,1
Buick,Enclave Premium,2016,134655.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051.0,10,12241.363636363636,0,0,1
BMW,M235 i,2015,81000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,27890.0,11,6750.0,1,0,1
McLaren,720S Performance,2020,9989.0,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,324995.0,6,1427.0,0,0,1
Kia,Telluride SX,2022,46347.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Unknown,46120.0,4,9269.4,0,0,0
Chevrolet,Corvette Base,2007,4048.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,38000.0,19,202.4,0,0,1
Mercedes-Benz,S-Class S 63 AMG,2015,79876.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,45750.0,11,6656.333333333333,1,0,1
Toyota,Mirai Limited,2021,44000.0,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,18500.0,5,7333.333333333333,0,0,1
Alfa,Romeo Giulia Ti,2017,56910.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,Unknown,Unknown,23000.0,9,5691.0,0,1,0
Land,Rover Range Rover Sport HSE,2019,65019.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500.0,7,8127.375,1,0,1
Nissan,370Z Touring,2009,133409.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,14999.0,17,7411.611111111111,0,1,1
BMW,330 i xDrive,2018,74381.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995.0,8,8264.555555555555,1,1,1
Porsche,Macan,2023,2925.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300.0,3,731.25,1,0,1
BMW,128 i,2013,67874.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000.0,13,4848.142857142857,1,0,1
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500.0,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,61000.0,8,7944.444444444444,1,0,1
Jeep,Wrangler Sport,2014,71000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,22000.0,12,5461.538461538462,0,0,1
Ford,F-150 Raptor,2018,64517.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,47995.0,8,7168.555555555556,0,0,1
Dodge,Sprinter 2500 High Roof,2004,55000.0,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000.0,22,2391.304347826087,0,0,1
BMW,M550 i xDrive,2019,7580.0,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500.0,7,947.5,1,0,1
Hyundai,Sonata GLS,2010,135000.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,3999.0,16,7941.176470588235,0,0,1
Honda,Accord EX-L,2019,62200.0,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,21500.0,7,7775.0,0,1,1
Cadillac,CTS 3.6L Premium,2014,69001.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,19500.0,12,5307.7692307692305,0,0,1
Toyota,4Runner Venture Special Edition,2021,28567.0,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,Unknown,44775.0,5,4761.166666666667,0,0,0
Jaguar,XJ8 L,2006,78049.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,13980.0,20,3716.6190476190477,1,0,1
Ford,F-150 Lariat,2021,36821.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,Unknown,Unknown,49273.0,5,6136.833333333333,0,1,0
Chevrolet,Suburban High Country,2021,23292.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,73500.0,5,3882.0,0,0,1
Chevrolet,Suburban 1500 LTZ,2010,162671.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12000.0,16,9568.882352941177,0,0,1
Land,Rover LR2 HSE,2010,100472.0,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,9975.0,16,5910.117647058823,1,0,1
Subaru,WRX Limited,2017,73120.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,19950.0,9,7312.0,0,1,1
Ford,Expedition Timberline,2022,23300.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,67500.0,4,4660.0,0,0,1
Honda,Clarity Plug-In Hybrid Base,2018,71000.0,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500.0,8,7888.888888888889,0,1,1
RAM,3500 Laramie,2022,16648.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,Unknown,70999.0,4,3329.6,0,0,0
Chevrolet,Silverado 2500 LT,2011,240000.0,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,18500.0,15,15000.0,0,0,1
Lexus,RX 450h Base,2013,119755.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500.0,13,8553.92857142857,1,0,1
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000.0,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,19500.0,11,7333.333333333333,1,0,1
BMW,X5 xDrive40i,2021,41000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50000.0,5,6833.333333333333,1,0,1
Chevrolet,Camaro 2SS,2022,7458.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500.0,4,1491.6,0,0,1
Jeep,Gladiator Sport S,2022,23000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,43000.0,4,4600.0,0,0,1
Land,Rover Discovery LSE,1998,149437.0,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,9995.0,28,5153.0,1,0,1
Ford,F-250 XLT,2017,244000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,Yes,35500.0,9,24400.0,0,0,1
RAM,1500 Rebel,2019,46000.0,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,37900.0,7,5750.0,0,0,1
Audi,Q5 S line Premium Plus,2022,13133.0,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,Unknown,42998.0,4,2626.6,1,0,0
RAM,1500 SLT,2017,45000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,29999.0,9,4500.0,0,0,1
Mazda,CX-30 Premium Package,2021,18385.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,29255.0,5,3064.1666666666665,0,0,1
BMW,840 Gran Coupe i xDrive,2020,25793.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,Unknown,52999.0,6,3684.714285714286,1,0,0
